<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
ROSN;D;210913;000000;545;559.5;544.15;559.4;4595572
ROSN;D;210914;000000;560.05;563.5;554.1;557.25;7735432
ROSN;D;210915;000000;557.75;589.8;557.75;568.1;26550527
ROSN;D;210916;000000;563.05;584.3;563.05;576.45;15645229
ROSN;D;210917;000000;578.75;580.25;562.05;567.1;9394921
ROSN;D;210920;000000;559.95;562.6;548;552.5;8365982
ROSN;D;210921;000000;561.8;568.5;555.45;564.5;8998022
ROSN;D;210922;000000;568.35;588.9;567;586;13349752
ROSN;D;210923;000000;590.05;599;581.4;598.25;12874113
ROSN;D;210924;000000;598.5;618;590.5;614;12936275
ROSN;D;210927;000000;618.6;629.95;617.4;627.85;12910231
ROSN;D;210928;000000;632.4;639.9;613.5;617.85;18367554
ROSN;D;210929;000000;613.55;623.35;609.3;618.9;9087231
ROSN;D;210930;000000;624.05;626.85;610.1;614.35;10297724
ROSN;D;211001;000000;610.85;619.8;606.55;618.45;5764893
ROSN;D;211004;000000;618.5;637;602.75;631.7;46363135
ROSN;D;211005;000000;632.2;656;625.65;655.25;15635516
ROSN;D;211006;000000;660.85;663.35;631.6;646;16111331
ROSN;D;211007;000000;647.1;651.85;630.15;647.95;11233197
ROSN;D;211008;000000;633.6;640;630.1;631;8047822
ROSN;D;211011;000000;639.1;647.25;637;641.55;6872039
ROSN;D;211012;000000;637.55;643.2;633.1;638.65;4941173
ROSN;D;211013;000000;638.65;640.85;614.65;632.85;7485931
ROSN;D;211014;000000;638;650;635.2;640.45;10229151
ROSN;D;211015;000000;643.5;647.9;637.5;645.45;6738211
ROSN;D;211018;000000;646.8;647.65;637.7;639.25;5036469
ROSN;D;211019;000000;641;643;634.75;643;5663700
ROSN;D;211020;000000;639.6;644.7;633.5;643.7;5596533
ROSN;D;211021;000000;639.1;644.25;630;633.3;4564211
ROSN;D;211022;000000;631.6;640.45;630.3;634.5;3649871
ROSN;D;211025;000000;638.85;655.8;631.65;655.05;9388919
ROSN;D;211026;000000;655.45;665.7;649.3;650.8;8827620
ROSN;D;211027;000000;646.5;649.9;637.55;638.4;6329974
ROSN;D;211028;000000;637.75;642;622.35;641.25;8120289
ROSN;D;211029;000000;640.05;643;628.4;636.1;4389229
ROSN;D;211101;000000;637.3;643.25;633;641.9;3588096
ROSN;D;211102;000000;643;646.3;628.55;630.2;5466752
ROSN;D;211103;000000;627.05;627.95;615.45;619.75;5031666
ROSN;D;211105;000000;612.9;626.75;605.2;626.25;4546613
ROSN;D;211108;000000;633.05;636.5;628.35;631.7;4990315
ROSN;D;211109;000000;632.35;637.95;629.3;636.4;4360738
ROSN;D;211110;000000;638.05;642.5;627;629.8;5304044
ROSN;D;211111;000000;631;636.25;623.25;634.5;5634062
ROSN;D;211112;000000;633.35;637.4;611.4;619.2;7937449
ROSN;D;211115;000000;617.75;629.4;614.45;621.55;3980589
ROSN;D;211116;000000;625.15;629.45;617;621.35;3811216
ROSN;D;211117;000000;621;626.7;618.55;619.5;4420826
ROSN;D;211118;000000;618.05;621.95;610.25;614.1;4663819
ROSN;D;211119;000000;617.8;618.3;590;590.5;8017558
ROSN;D;211122;000000;589.75;593.05;572.25;581;12336825
ROSN;D;211123;000000;578.45;603;570;601.95;12190002
ROSN;D;211124;000000;604.35;605;586.2;597.3;5423150
ROSN;D;211125;000000;599.25;602.45;587.15;590.9;3083417
ROSN;D;211126;000000;578.5;578.5;555;555.15;9200003
ROSN;D;211129;000000;567.05;579;559.4;573.25;7682058
ROSN;D;211130;000000;565;573.25;557;566.1;10573950
ROSN;D;211201;000000;573.35;582;568;569.95;6577141
ROSN;D;211202;000000;572;583.7;567.2;582;10193220
ROSN;D;211203;000000;584;584.45;573;576.55;5525522
ROSN;D;211206;000000;581;582;568.6;575.55;3715475
ROSN;D;211207;000000;575.95;591.2;571;589.55;7751532
ROSN;D;211208;000000;591;595.15;569;574.95;8777660
ROSN;D;211209;000000;576.75;580.3;570;578.35;4300435
ROSN;D;211210;000000;578.6;579.45;570.05;572.1;2667972
ROSN;D;211213;000000;574;577.85;536.6;539.15;8615617
ROSN;D;211214;000000;538.5;557.95;503.15;550.85;9993779
ROSN;D;211215;000000;551;561.9;547;561.1;4992591
ROSN;D;211216;000000;564.5;579.65;561.95;573;7112994
ROSN;D;211217;000000;573;575;563.05;573.2;4598269
ROSN;D;211220;000000;567.25;569;555.45;567.55;3787017
ROSN;D;211221;000000;569.55;576.3;567.7;575;3338615
ROSN;D;211222;000000;574.95;582.2;570.55;579.7;5356633
ROSN;D;211223;000000;583;583;571.15;579.1;3636008
ROSN;D;211224;000000;579.1;579.75;564.15;572.05;2327282
ROSN;D;211227;000000;573;582.5;571.4;582;3257973
ROSN;D;211228;000000;582.4;599.1;581.25;596.2;5294643
ROSN;D;211229;000000;596.65;600;586.3;592;4514915
ROSN;D;211230;000000;592;601.6;589.1;599;3427321
ROSN;D;220103;000000;599.9;614.35;598.8;610.95;3162368
ROSN;D;220104;000000;610.9;617;605.55;613.5;2374396
ROSN;D;220105;000000;612.15;616.2;582.8;590.3;4251711
ROSN;D;220106;000000;588.25;605.25;580.6;601.6;6597850
ROSN;D;220110;000000;604.05;609.55;595.1;602;5045398
ROSN;D;220111;000000;602.2;615.9;597.2;613.6;5415013
ROSN;D;220112;000000;615.95;630.6;609.25;627.7;7173233
ROSN;D;220113;000000;625.65;627.3;596.2;603.3;10209364
ROSN;D;220114;000000;602.4;611;580.5;605.5;11067228
ROSN;D;220117;000000;605;614;578.05;592.55;10479477
ROSN;D;220118;000000;592.65;598.7;525.1;544.8;28061547
ROSN;D;220119;000000;542.1;575.4;523.1;566.9;19043865
ROSN;D;220120;000000;569;581;552.3;561.7;10198569
ROSN;D;220121;000000;557.4;579.2;553;564.8;12076647
ROSN;D;220124;000000;564.1;566.8;523.95;546.9;16363655
ROSN;D;220125;000000;546.45;556;522.7;548.4;15167418
ROSN;D;220126;000000;548;550.5;525.55;532.75;18079522
ROSN;D;220127;000000;529.95;578;526.1;563.2;16896068
ROSN;D;220128;000000;568.85;574.85;556.1;566.5;11502462
ROSN;D;220131;000000;568;579.9;566.25;576.95;7018604
ROSN;D;220201;000000;577;583.9;570.05;574.15;7303417
ROSN;D;220202;000000;574.35;580.25;568.9;575.7;4807013
ROSN;D;220203;000000;574.95;575.25;562.7;569;4482161
ROSN;D;220204;000000;570.35;606.75;561.2;572;23184382
ROSN;D;220207;000000;570;577.7;562.75;569.8;5980171
ROSN;D;220208;000000;569.85;574.95;563.55;570.05;7774677
ROSN;D;220209;000000;571;582.5;569.05;579;10679051
ROSN;D;220210;000000;579;580.25;569;569.4;6254258
ROSN;D;220211;000000;570;572.65;540;547.4;13231543
ROSN;D;220214;000000;547.3;562.45;532.65;556;11825844
ROSN;D;220215;000000;557.85;574.45;555.55;565.95;9418853
ROSN;D;220216;000000;566.85;575.8;563.85;571.55;7721680
ROSN;D;220217;000000;571;571.8;541.05;549.5;13817530
ROSN;D;220218;000000;550.15;556.1;513.15;519.5;17358290
ROSN;D;220221;000000;518.55;533.75;387.65;438.7;59637755
ROSN;D;220222;000000;438.7;457;395.8;431.3;79549540
ROSN;D;220224;000000;388.35;388.35;175.5;274.7;70911815
ROSN;D;220225;000000;283;318.55;280.25;307.95;34248855
ROSN;D;220324;000000;312.1;375;308;360.2;18213961
ROSN;D;220325;000000;370;384.2;346.5;365.1;9924181
ROSN;D;220328;000000;357.8;369;341.2;357.95;2585586
ROSN;D;220329;000000;363.85;417.95;348.2;370;6428661
ROSN;D;220330;000000;385;392;375;387;2285686
ROSN;D;220331;000000;393.15;440;387.15;437.5;7601321
ROSN;D;220401;000000;441;484;430.35;450;6229594
ROSN;D;220404;000000;450.3;478;432;443.9;5202613
ROSN;D;220405;000000;445.6;451.15;391.45;419;5766225
ROSN;D;220406;000000;416.1;429.4;402;405;3830992
ROSN;D;220407;000000;406.95;414;402;408.5;3645861
ROSN;D;220408;000000;409.55;416;395.35;403.05;2295945
ROSN;D;220411;000000;403.5;427.95;399.05;414;5473292
ROSN;D;220412;000000;416.85;424;392;412.1;3103890
ROSN;D;220413;000000;413.25;417.5;401.55;406.05;1892680
ROSN;D;220414;000000;406.1;407.5;390.75;391;1854938
ROSN;D;220415;000000;392.45;395.95;380;390.5;1783321
ROSN;D;220418;000000;393;395;381.55;384.85;1661402
ROSN;D;220419;000000;384.8;385.25;358.5;385;3365722
ROSN;D;220420;000000;388;399.3;375;391;2922953
ROSN;D;220421;000000;393.3;398.7;385.05;388;1848019
ROSN;D;220422;000000;389.1;407.3;385.7;397.35;2553263
ROSN;D;220425;000000;396.7;397;387.75;388.5;1432689
ROSN;D;220426;000000;389.95;400.95;389.55;391;3063368
ROSN;D;220427;000000;394.35;409.9;390.7;397.95;3422606
ROSN;D;220428;000000;399.35;404.8;392.15;400;2661526
ROSN;D;220429;000000;398.1;409.9;397.05;409;2908983
ROSN;D;220504;000000;410.05;414.85;394.6;396.2;1740542
ROSN;D;220505;000000;397.2;403.05;396.8;397;869091
ROSN;D;220506;000000;395.8;398.4;391;392.3;829676
ROSN;D;220511;000000;393.5;396.35;388.6;391.55;987864
ROSN;D;220512;000000;391.55;393.25;370.5;375;2160058
ROSN;D;220513;000000;379;379;367.5;374.95;940034
ROSN;D;220516;000000;374.95;383;374;378.8;1391245
ROSN;D;220517;000000;382.9;395.4;381.1;394.7;2135854
ROSN;D;220518;000000;397.45;406;395.7;404;2417912
ROSN;D;220519;000000;402.9;405.95;395.15;399.6;906641
ROSN;D;220520;000000;400.35;402.7;380.3;384.25;2036082
ROSN;D;220523;000000;384.25;389;365;367.05;2574290
ROSN;D;220524;000000;366.85;367;350;359.2;3587892
ROSN;D;220525;000000;362.15;382;356.5;378;3703265
ROSN;D;220526;000000;383.55;392.55;375.7;391.7;4912042
ROSN;D;220527;000000;393.95;408.3;385.15;401.5;6106650
ROSN;D;220530;000000;407.05;414.5;381.75;385.1;6965693
ROSN;D;220531;000000;385.55;386.7;375.15;377;2615630
ROSN;D;220601;000000;374.35;380.35;371;375.95;1984344
ROSN;D;220602;000000;375.4;378.7;368;368.75;2216202
ROSN;D;220603;000000;369.95;371.45;360;365.45;2198488
ROSN;D;220606;000000;368.55;373.9;364.1;368.8;2844787
ROSN;D;220607;000000;368.8;369;362.05;366.55;2149852
ROSN;D;220608;000000;367.1;375;367;372.85;2236115
ROSN;D;220609;000000;376;378.3;367.25;373.25;1803116
ROSN;D;220610;000000;372;374.6;368.1;369.5;1493272
ROSN;D;220614;000000;369.7;373.6;366;371.6;1515280
ROSN;D;220615;000000;372.05;376.05;370.4;375.65;2355241
ROSN;D;220616;000000;376.8;389.8;375.35;383;5980522
ROSN;D;220617;000000;383.95;386.65;379;384.45;2393559
ROSN;D;220620;000000;382.3;389.8;382.1;389.8;2156915
ROSN;D;220621;000000;389.2;391.9;381.1;381.3;2809222
ROSN;D;220622;000000;380.15;380.8;371.05;377.6;2693525
ROSN;D;220623;000000;377.85;381.85;375;378.4;2266540
ROSN;D;220624;000000;377.9;378.7;373.8;377;1491968
ROSN;D;220627;000000;377;378.75;372.6;376.65;1274645
ROSN;D;220628;000000;377.1;385.2;373.55;381.85;2959978
ROSN;D;220629;000000;381.95;386.5;374.25;384.2;2922665
ROSN;D;220630;000000;386.1;387.35;348.05;362.25;9739420
ROSN;D;220701;000000;391.85;393.7;373.75;375.15;6666138
ROSN;D;220704;000000;376.85;380.35;367.5;371.6;2460916
ROSN;D;220705;000000;372.5;377.15;365.05;371.5;2645980
ROSN;D;220706;000000;371.6;378.7;368.4;369.65;2481350
ROSN;D;220707;000000;370.2;372.8;363.1;364.95;3717260
ROSN;D;220708;000000;344;356.5;343.05;351.2;5583443
ROSN;D;220711;000000;352.55;355.9;343.05;343.8;2394359
ROSN;D;220712;000000;342.85;342.9;327.6;333.5;3576808
ROSN;D;220713;000000;334.1;335.45;317.1;321;3985846
ROSN;D;220714;000000;320;324.75;311.5;315.45;3524456
ROSN;D;220715;000000;316.75;332.5;314.05;330.5;3847696
ROSN;D;220718;000000;334.15;334.55;322.2;326;2760087
ROSN;D;220719;000000;325.9;327.2;316.25;320.75;1953143
ROSN;D;220720;000000;322.15;333.75;319.65;330;3145115
ROSN;D;220721;000000;330.25;332.9;318.55;328.2;2399635
ROSN;D;220722;000000;329.4;341.45;328.5;340;3929627
ROSN;D;220725;000000;339;342.2;335;336.6;2013698
ROSN;D;220726;000000;339.5;347;338.05;347;2843250
ROSN;D;220727;000000;347;352.5;345.05;348.7;2811572
ROSN;D;220728;000000;349.45;351.65;340.2;344.3;2275177
ROSN;D;220729;000000;343.55;354.55;341.7;353;4175426
ROSN;D;220801;000000;354.2;354.45;345.4;348;4261483
ROSN;D;220802;000000;346.5;347.95;334;335.8;3330843
ROSN;D;220803;000000;336.8;338.95;329;330.25;2719183
ROSN;D;220804;000000;330.2;330.3;323;324.6;2346079
ROSN;D;220805;000000;325.35;327;316.1;322.7;3255246
ROSN;D;220808;000000;331.5;332.7;324.25;327.35;2629447
ROSN;D;220809;000000;327.4;340.3;324.1;339.65;2738993
ROSN;D;220810;000000;339.95;340.7;335;339.5;2081531
ROSN;D;220811;000000;341.15;342.8;333;333;2529858
ROSN;D;220812;000000;332.8;337.3;330.65;336.2;1376997
ROSN;D;220815;000000;335.9;338;332.55;335.9;1562737
ROSN;D;220816;000000;337;349.45;335.65;348;4026238
ROSN;D;220817;000000;348.95;351;342.85;344.1;2324271
ROSN;D;220818;000000;344;347.45;341.6;346.4;1564580
ROSN;D;220819;000000;346.35;347.15;343.15;344.8;1066531
ROSN;D;220822;000000;344.4;349.6;343.6;349.6;1992519
ROSN;D;220823;000000;349;356.3;347.15;356;3345305
ROSN;D;220824;000000;356.6;359.45;356;358.2;2530264
ROSN;D;220825;000000;358.85;360;353.2;355.6;2184378
ROSN;D;220826;000000;356.25;361.9;354.45;361.5;1570917
ROSN;D;220829;000000;361.75;368.95;361.1;367.3;2618097
ROSN;D;220830;000000;367.7;370;360.5;361.3;3832323
ROSN;D;220831;000000;372;381.4;364.5;368;5308646
ROSN;D;220901;000000;368;374;361.8;373.5;5054994
ROSN;D;220902;000000;375.05;389.95;373.5;385.1;8632583
ROSN;D;220905;000000;386.5;387.75;372;385.1;4103293
ROSN;D;220906;000000;384.9;385.85;362;375.7;8055908
ROSN;D;220907;000000;374.9;382.85;368;375.95;5268899
ROSN;D;220908;000000;375;376;368.25;374.4;2755050
ROSN;D;220909;000000;375.1;378.8;371.55;378;3844883
ROSN;D;220912;000000;377.5;383.75;374.7;379.4;3690272
ROSN;D;220913;000000;380.75;381.25;372.05;373.4;2617199
ROSN;D;220914;000000;373;377.5;366.9;375.75;3974919
ROSN;D;220915;000000;377;382.9;364;367.3;14038205
ROSN;D;220916;000000;367.2;367.2;358.3;359.05;7936431
ROSN;D;220919;000000;356.95;362.9;355.1;358.25;3368523
ROSN;D;220920;000000;356.7;357.8;313.05;330.9;18176875
ROSN;D;220921;000000;288;323.6;278.2;312.55;12375456
ROSN;D;220922;000000;312.55;323.5;309.6;315.5;6830775
ROSN;D;220923;000000;315.5;315.55;293.05;296.7;8325513
ROSN;D;220926;000000;289.95;289.95;252.2;257.9;14870275
ROSN;D;220927;000000;263.1;270.55;255;266.95;9501928
ROSN;D;220928;000000;265.9;272;257.55;263;6308755
ROSN;D;220929;000000;262.95;266.45;249.5;256.05;8565457
ROSN;D;220930;000000;258.05;269.9;245.65;264.05;9066974
ROSN;D;221003;000000;266.3;287.9;265.25;287.9;8551298
ROSN;D;221004;000000;289.9;292.3;276.2;283.75;8373023
ROSN;D;221005;000000;283.3;289.35;265.1;283;13128938
ROSN;D;221006;000000;285;295.95;281.65;286.8;8274505
ROSN;D;221007;000000;285.85;287.2;268.5;269;8090116
ROSN;D;221010;000000;259.1;279;259.05;277.85;8342785
ROSN;D;221011;000000;278.2;288;276.2;287.3;4617571
ROSN;D;221012;000000;288.3;294.2;281.05;292;5575181
ROSN;D;221013;000000;292.15;299.6;290.35;298.8;6541309
ROSN;D;221014;000000;299.9;302.8;292.25;299.55;5740682
ROSN;D;221017;000000;300;314.5;298.05;313.45;7376758
ROSN;D;221018;000000;315.2;316.6;302.9;305.45;6853417
ROSN;D;221019;000000;303.95;309.5;298.25;307.95;6067793
ROSN;D;221020;000000;309.8;314;306.2;310.85;4740409
ROSN;D;221021;000000;310.8;312.9;305.05;311.3;3571708
ROSN;D;221024;000000;313;316.55;311.35;313.6;3001916
ROSN;D;221025;000000;313;332.4;312.25;332.4;8595433
ROSN;D;221026;000000;333;342.4;326.15;340.65;10277381
ROSN;D;221027;000000;341.6;347.95;337.7;343.85;8412338
ROSN;D;221028;000000;342.15;344.55;338.2;341.8;5157149
ROSN;D;221031;000000;341.85;342.95;331.25;333.9;6383877
ROSN;D;221101;000000;334.8;335.95;330.05;332.35;3190664
ROSN;D;221102;000000;333.2;339.7;330.5;333.7;4335100
ROSN;D;221103;000000;333.45;335.85;328.85;335;3999284
ROSN;D;221107;000000;338;357.45;337.3;356.7;12052408
ROSN;D;221108;000000;356.8;359.2;349.3;351.95;6699700
ROSN;D;221109;000000;350.95;353.1;346.15;348.6;5644304
ROSN;D;221110;000000;348.6;359.85;348;358.25;5927437
ROSN;D;221111;000000;360;363.5;350;356.95;8625336
ROSN;D;221114;000000;357.65;358.6;348.35;350.85;6913315
ROSN;D;221115;000000;350.5;351;326.75;338.4;7654743
ROSN;D;221116;000000;339.95;344.95;338.5;342.5;3552415
ROSN;D;221117;000000;342.4;343.4;335.2;336.95;3692948
ROSN;D;221118;000000;336.65;338.4;332.85;336.9;2564558
ROSN;D;221121;000000;335.6;336.1;324.8;331.85;6241129
ROSN;D;221122;000000;331.9;337.1;330.4;334.95;3797480
ROSN;D;221123;000000;335.8;339.5;331.25;337.95;3929361
ROSN;D;221124;000000;338.25;339.2;333.75;334.75;2218152
ROSN;D;221125;000000;334.1;337;332.4;335.9;1942921
ROSN;D;221128;000000;332.75;334.8;328.05;333.2;4274004
ROSN;D;221129;000000;335.05;337.5;333.6;335.9;1714394
ROSN;D;221130;000000;336.1;336.6;334.15;336.25;1228651
ROSN;D;221201;000000;336.4;338.35;334.85;335.9;1975277
ROSN;D;221202;000000;336.1;336.35;334.2;335;1036774
ROSN;D;221205;000000;334.9;344.7;333.25;340.45;4040604
ROSN;D;221206;000000;341.5;343.3;335.25;336;1934247
ROSN;D;221207;000000;335.85;337;330.5;335.1;3295443
ROSN;D;221208;000000;335.75;336.95;333.15;333.7;1116998
ROSN;D;221209;000000;334;337;333.35;336.15;1416085
ROSN;D;221212;000000;336.2;339.7;333;335.2;1585537
ROSN;D;221213;000000;336;337.95;334.05;337.4;1232486
ROSN;D;221214;000000;337.55;337.9;333.05;333.5;1407458
ROSN;D;221215;000000;333.6;334;327.4;328;2220999
ROSN;D;221216;000000;328.25;331.95;326.05;330.9;1595817
ROSN;D;221219;000000;330.95;337;329.1;333;1978774
ROSN;D;221220;000000;334;345.2;333.1;344.15;3291044
ROSN;D;221221;000000;346;348;340.35;345.2;2998701
ROSN;D;221222;000000;346.2;348.2;343.15;344.7;2000261
ROSN;D;221223;000000;345;346.25;340.3;343.3;1398401
ROSN;D;221226;000000;343.7;353.15;343.7;352.4;3574585
ROSN;D;221227;000000;353.2;356.3;352.5;355.45;2134255
ROSN;D;221228;000000;355.55;356.65;353.9;355.1;1786398
ROSN;D;221229;000000;354.45;360.65;354.05;359.6;2420848
ROSN;D;221230;000000;360.3;365.75;359.15;365.4;2507541
ROSN;D;230103;000000;367.95;372.75;366.2;368.05;2635083
ROSN;D;230104;000000;366.8;367.6;363.25;365.8;1789053
ROSN;D;230105;000000;366.9;369;365.8;367.5;1321431
ROSN;D;230106;000000;367.8;368.5;366.75;367.3;937068
ROSN;D;230109;000000;368.2;369.7;366.05;367.95;4329092
ROSN;D;230110;000000;367.5;368;362.2;366.75;5570861
ROSN;D;230111;000000;347.7;350.5;345;347.35;8044367
ROSN;D;230112;000000;347.2;347.8;345.6;346.85;1526709
ROSN;D;230113;000000;345.95;347;345.35;346.05;1402647
ROSN;D;230116;000000;346.45;347.6;345.05;345.8;1708966
ROSN;D;230117;000000;345.8;345.9;340.3;341.35;2007008
ROSN;D;230118;000000;340.35;345.9;340.15;344.15;2037299
ROSN;D;230119;000000;343.35;343.85;339;339.8;1690616
ROSN;D;230120;000000;339.9;340.45;334.5;336.55;2284023
ROSN;D;230123;000000;338.45;340.25;336.2;340.05;1145184
ROSN;D;230124;000000;340.9;343;335.8;336.75;1841876
ROSN;D;230125;000000;336.55;338.8;335.4;338.2;1287985
ROSN;D;230126;000000;338.4;339.2;334.1;335;2092559
ROSN;D;230127;000000;335;337.8;333.4;336.95;1448818
ROSN;D;230130;000000;337.1;338.7;335.5;337.65;1338101
ROSN;D;230131;000000;337.1;340.9;337.1;340.75;2098303
ROSN;D;230201;000000;340.95;344.4;340.9;343;2819914
ROSN;D;230202;000000;344;344.95;341.45;342.1;1673667
ROSN;D;230203;000000;341.95;343.75;339;341.85;1672596
ROSN;D;230206;000000;341.45;347.95;341.1;347.1;2995646
ROSN;D;230207;000000;348;358.15;346.75;355.25;5376588
ROSN;D;230208;000000;355.75;359.35;348.05;349.85;4770176
ROSN;D;230209;000000;359.25;359.3;347.05;350.2;2588044
ROSN;D;230210;000000;349.1;351.8;347.3;351;1610662
ROSN;D;230213;000000;350.25;355;349.2;349.4;1646336
ROSN;D;230214;000000;349.8;350.4;343.5;344.2;3186088
ROSN;D;230215;000000;343.45;346;334.4;339.6;3431162
ROSN;D;230216;000000;341.25;344.95;340.55;342.55;1701978
ROSN;D;230217;000000;341.65;346.8;339.4;345.1;1785199
ROSN;D;230220;000000;345.1;348.45;339;347.1;2425494
ROSN;D;230221;000000;347;354.6;347;352.65;3527598
ROSN;D;230222;000000;352.7;354.65;349.4;353.75;1608221
ROSN;D;230224;000000;354.1;355.65;350.15;352.45;1163806
ROSN;D;230227;000000;350.75;359;350.35;357.75;2345050
ROSN;D;230228;000000;357.75;361.35;356.35;358.4;2607421
ROSN;D;230301;000000;359.15;364.45;358.6;361.4;2677111
ROSN;D;230302;000000;361.55;361.9;354.15;355.05;3621043
ROSN;D;230303;000000;354.2;359.6;354.2;358.8;1633385
ROSN;D;230306;000000;361.8;365.95;359.8;365.35;2468996
ROSN;D;230307;000000;365.4;366;362.75;364.3;2050678
ROSN;D;230309;000000;364.95;366.45;362.65;364;1634522
ROSN;D;230310;000000;363;366.55;359.55;365.9;2267757
ROSN;D;230313;000000;366.25;368.25;360.05;363.5;3128959
ROSN;D;230314;000000;362.4;371;362;364.55;2797705
ROSN;D;230315;000000;364.85;367.9;355.5;357.95;3624140
ROSN;D;230316;000000;357.4;359.5;353.2;359.2;2199481
ROSN;D;230317;000000;360.3;366;357.25;365.2;4449517
ROSN;D;230320;000000;366.3;380;364.65;377.4;6743530
ROSN;D;230321;000000;379.45;384.7;367.65;371.8;6548585
ROSN;D;230322;000000;371.65;379.7;368.25;375.5;3341038
ROSN;D;230323;000000;375.75;378.05;371.8;374.45;1740017
ROSN;D;230324;000000;375.15;378;373.4;377.25;1229053
ROSN;D;230327;000000;378.6;384.95;377.65;383.25;2926400
ROSN;D;230328;000000;384.15;384.55;377.65;381.5;2267865
ROSN;D;230329;000000;382.6;386.65;378.15;385.45;3172485
ROSN;D;230330;000000;385.6;387.85;383;386.15;1695216
ROSN;D;230331;000000;386.5;386.9;376.1;380.9;3095377
ROSN;D;230403;000000;393.8;396;388.1;390.9;6287163
ROSN;D;230404;000000;391.75;394.1;387.25;390;3240344
ROSN;D;230405;000000;390.3;391.95;382.15;389.7;2649736
ROSN;D;230406;000000;390.05;393.4;388.6;389.8;2656065
ROSN;D;230407;000000;390.75;392.2;386.65;391.7;1793265
ROSN;D;230410;000000;391.9;395.45;391.2;393.5;2506465
ROSN;D;230411;000000;394.65;397.45;385.1;388.35;3439379
ROSN;D;230412;000000;388.65;391.9;388.1;390.9;1481347
ROSN;D;230413;000000;391.65;391.8;387.3;390.1;1102799
ROSN;D;230414;000000;390;394;385.25;392.4;2198781
ROSN;D;230417;000000;394;395.95;392.6;395.85;2063995
ROSN;D;230418;000000;396;398.85;393.85;397;2295714
ROSN;D;230419;000000;397.3;402.95;394.9;396.1;4245021
ROSN;D;230420;000000;395.75;399;390.05;396.5;3420740
ROSN;D;230421;000000;397.75;401;394.55;398.75;1853982
ROSN;D;230424;000000;398.35;400.95;396.8;400.4;1468056
ROSN;D;230425;000000;399.8;400.75;395;396.45;1324609
ROSN;D;230426;000000;396.3;399.5;395.45;395.75;1228446
ROSN;D;230427;000000;396.05;398.6;394.35;398.25;1296634
ROSN;D;230428;000000;398.95;399.75;393.3;393.8;2142986
ROSN;D;230502;000000;393.95;395.8;387.5;390;2594432
ROSN;D;230503;000000;390.05;390.15;377.05;378;2927388
ROSN;D;230504;000000;378.3;382.1;376;379.95;1920188
ROSN;D;230505;000000;379.5;383;376;378.65;1808969
ROSN;D;230508;000000;379.9;382.6;378.75;381.1;676469
ROSN;D;230510;000000;380.95;393.45;380.05;392.1;2254064
ROSN;D;230511;000000;392.55;398.95;387.4;391.65;4191772
ROSN;D;230512;000000;391.8;398.95;390.7;398.95;2476168
ROSN;D;230515;000000;399;409;397.15;407.85;4892364
ROSN;D;230516;000000;408.9;413.8;405.25;410.75;3074107
ROSN;D;230517;000000;410.8;418.95;406.05;414.8;2878133
ROSN;D;230518;000000;416.15;417;411.25;414.1;2790932
ROSN;D;230519;000000;414.25;415.95;410.15;413.65;2376135
ROSN;D;230522;000000;417;428.35;414.2;424.5;4214249
ROSN;D;230523;000000;425.2;427.85;419.4;424.8;3056110
ROSN;D;230524;000000;425.25;440;422.9;436;5451954
ROSN;D;230525;000000;437.85;438.7;428.55;430.15;5200097
ROSN;D;230526;000000;428.85;434.65;425.3;432.9;3217862
ROSN;D;230529;000000;435.35;441.7;435;440.45;4293959
ROSN;D;230530;000000;437.95;444.5;431;434.5;6063258
ROSN;D;230531;000000;433.6;451.75;431.3;450.1;9672031
ROSN;D;230601;000000;452.05;458.85;448;451.5;5614408
ROSN;D;230602;000000;453.5;459;452.3;458.95;3256858
ROSN;D;230605;000000;466;472.45;454.5;458.6;7136698
ROSN;D;230606;000000;457.15;464.9;449.25;462.1;3966640
ROSN;D;230607;000000;462.15;467.95;455.8;459.85;3226315
ROSN;D;230608;000000;459.9;463.8;456;458.15;1744934
ROSN;D;230609;000000;459.45;464.25;456.75;463.5;2768614
ROSN;D;230613;000000;465.6;480;464.7;479.85;5943556
ROSN;D;230614;000000;481.95;482.85;475.2;478.4;3811387
ROSN;D;230615;000000;479.2;482;475.5;481.75;4196826
ROSN;D;230616;000000;482.25;483.7;477.3;480.4;2314326
ROSN;D;230619;000000;482.4;486.4;478;485.85;3935767
ROSN;D;230620;000000;486.95;489.65;475.65;483.4;3786462
ROSN;D;230621;000000;482.5;485.7;478.8;481.35;2000281
ROSN;D;230622;000000;481.45;482.95;470.55;475.45;2304212
ROSN;D;230623;000000;474.3;481;466.1;467.55;5051402
ROSN;D;230626;000000;470.15;479.35;463.95;474.4;3776916
ROSN;D;230627;000000;475.85;480;470.45;475.85;3129590
ROSN;D;230628;000000;476;478.95;474.15;477.05;1830009
ROSN;D;230629;000000;477.15;483.8;477;482.1;3360300
ROSN;D;230630;000000;482.75;484.5;480.7;482.35;1741581
ROSN;D;230703;000000;483.6;484.5;476.55;478.05;2565081
ROSN;D;230704;000000;478.3;479.15;467.6;473.4;2830233
ROSN;D;230705;000000;474.2;478.5;472.25;473.9;2546844
ROSN;D;230706;000000;473.5;480;473.5;476.75;3392491
